timestamp_utc	tool	raw
2026-08-16T02:23:01+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 158.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:03+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 159.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:05+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 158.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:07+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 159.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:09+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 158.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:11+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 158.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:13+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 159.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:15+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 158.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:17+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 158.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:20+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 159.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299687936|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:22+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 170.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299753472|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:24+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 158.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299753472|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:26+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 158.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299753472|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:28+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 167.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299823104|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:30+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 159.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299753472|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:32+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 158.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299753472|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:34+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 159.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299753472|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:36+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 159.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299753472|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:38+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 37.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 167.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 299823104|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:40+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 44.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 235.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 2|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64359526400|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:43+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 198.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 3|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64369668096|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:45+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 196.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64378036224|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:47+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 196.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64378425344|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:49+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 197.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64378425344|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:51+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 196.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64378425344|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:53+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 39.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 240.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64378425344|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:55+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 196.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64378425344|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:57+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 196.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64378441728|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:23:59+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 39.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 242.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 2|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64383713280|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:01+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 196.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64387817472|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:03+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 39.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 240.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64387817472|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:05+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 39.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 224.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 10|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64390877184|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:08+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 195.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64390877184|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:10+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 39.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 218.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 1|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 64390877184|==========================================================================================|================================== End of ROCm SMI Log ===================================|
